sales_detail_id,order_id,product_id,quantity,unit_price,discount,line_total
D0004241,O001670,P016,1,15500,10,13950
D0004242,O001670,P019,3,17000,0,51000
D0004243,O001671,P020,3,29500,5,84075
D0004244,O001671,P019,1,17000,10,15300
D0004245,O001672,P014,3,6500,0,19500
D0004246,O001672,P006,1,10500,10,9450
D0004247,O001672,P011,3,11500,0,34500
D0004248,O001673,P002,3,3500,0,10500
D0004249,O001673,P010,3,5500,0,16500
D0004250,O001673,P005,2,8500,0,17000
D0004251,O001673,P013,1,8500,5,8075
D0004252,O001674,P016,3,15500,5,44175
D0004253,O001675,P018,3,12000,10,32400
D0004254,O001676,P010,3,5500,0,16500
D0004255,O001677,P005,3,8500,0,25500
D0004256,O001677,P002,2,3500,5,6650
D0004257,O001678,P018,1,12000,0,12000
D0004258,O001678,P020,1,29500,0,29500
D0004259,O001678,P009,3,15000,0,45000
D0004260,O001679,P005,3,8500,10,22950
D0004261,O001680,P002,1,3500,10,3150
D0004262,O001680,P010,2,5500,5,10450
D0004263,O001680,P019,3,17000,5,48450
D0004264,O001681,P012,3,39500,5,112575
D0004265,O001681,P010,1,5500,10,4950
D0004266,O001681,P008,1,24500,0,24500
D0004267,O001681,P017,2,4500,5,8550
D0004268,O001682,P008,2,24500,0,49000
D0004269,O001682,P002,2,3500,0,7000
D0004270,O001682,P009,1,15000,10,13500
D0004271,O001683,P015,1,3000,0,3000
D0004272,O001683,P018,2,12000,10,21600
D0004273,O001683,P005,1,8500,0,8500
D0004274,O001683,P007,2,18000,10,32400
D0004275,O001684,P012,2,39500,0,79000
D0004276,O001684,P005,3,8500,10,22950
D0004277,O001684,P004,3,2500,10,6750
D0004278,O001684,P009,1,15000,10,13500
D0004279,O001685,P020,2,29500,0,59000
D0004280,O001686,P009,2,15000,5,28500
D0004281,O001687,P015,3,3000,0,9000
D0004282,O001687,P009,3,15000,5,42750
D0004283,O001687,P010,2,5500,0,11000
D0004284,O001688,P019,2,17000,5,32300
D0004285,O001688,P005,3,8500,0,25500
D0004286,O001689,P019,2,17000,5,32300
D0004287,O001689,P004,3,2500,5,7125
D0004288,O001690,P012,1,39500,5,37525
D0004289,O001690,P006,2,10500,0,21000
D0004290,O001691,P007,3,18000,0,54000
D0004291,O001692,P005,1,8500,5,8075
D0004292,O001693,P004,3,2500,0,7500
D0004293,O001693,P015,2,3000,5,5700
D0004294,O001693,P011,3,11500,0,34500
D0004295,O001694,P010,1,5500,0,5500
D0004296,O001694,P001,3,3500,5,9975
D0004297,O001694,P004,3,2500,0,7500
D0004298,O001695,P012,2,39500,5,75050
D0004299,O001695,P019,3,17000,10,45900
D0004300,O001696,P017,3,4500,10,12150
D0004301,O001696,P015,3,3000,0,9000
D0004302,O001697,P008,1,24500,0,24500
D0004303,O001697,P014,1,6500,0,6500
D0004304,O001697,P015,3,3000,0,9000
D0004305,O001698,P020,2,29500,0,59000
D0004306,O001698,P018,1,12000,10,10800
D0004307,O001699,P013,1,8500,0,8500
D0004308,O001699,P018,2,12000,5,22800
D0004309,O001699,P020,3,29500,5,84075
D0004310,O001700,P008,3,24500,0,73500
D0004311,O001701,P013,3,8500,10,22950
D0004312,O001702,P011,2,11500,10,20700
D0004313,O001702,P007,2,18000,10,32400
D0004314,O001702,P009,2,15000,0,30000
D0004315,O001703,P001,2,3500,10,6300
D0004316,O001703,P005,3,8500,0,25500
D0004317,O001704,P015,3,3000,0,9000
D0004318,O001704,P004,3,2500,5,7125
D0004319,O001704,P002,2,3500,5,6650
D0004320,O001704,P011,3,11500,0,34500
D0004321,O001705,P011,3,11500,0,34500
D0004322,O001705,P018,1,12000,0,12000
D0004323,O001705,P007,3,18000,0,54000
D0004324,O001706,P010,3,5500,10,14850
D0004325,O001706,P009,1,15000,0,15000
D0004326,O001706,P004,2,2500,0,5000
D0004327,O001706,P002,3,3500,0,10500
D0004328,O001707,P007,3,18000,5,51300
D0004329,O001707,P016,3,15500,0,46500
D0004330,O001707,P014,3,6500,0,19500
D0004331,O001708,P009,3,15000,0,45000
D0004332,O001709,P014,2,6500,0,13000
D0004333,O001709,P011,1,11500,5,10925
D0004334,O001709,P019,3,17000,0,51000
D0004335,O001709,P002,3,3500,10,9450
D0004336,O001710,P019,1,17000,0,17000
D0004337,O001710,P012,2,39500,10,71100
D0004338,O001710,P003,3,5500,0,16500
D0004339,O001711,P015,3,3000,0,9000
D0004340,O001711,P014,2,6500,0,13000
D0004341,O001712,P015,3,3000,5,8550
D0004342,O001712,P014,2,6500,0,13000
D0004343,O001713,P020,1,29500,10,26550
D0004344,O001713,P012,2,39500,5,75050
D0004345,O001714,P019,3,17000,0,51000
D0004346,O001714,P011,1,11500,0,11500
D0004347,O001715,P020,2,29500,0,59000
D0004348,O001716,P006,1,10500,0,10500
D0004349,O001717,P005,1,8500,0,8500
D0004350,O001718,P019,1,17000,5,16150
D0004351,O001718,P010,3,5500,0,16500
D0004352,O001718,P013,3,8500,0,25500
D0004353,O001718,P020,2,29500,0,59000
D0004354,O001719,P007,3,18000,0,54000
D0004355,O001720,P020,1,29500,10,26550
D0004356,O001720,P016,1,15500,5,14725
D0004357,O001721,P013,2,8500,10,15300
D0004358,O001722,P008,3,24500,10,66150
D0004359,O001722,P010,1,5500,5,5225
D0004360,O001722,P012,2,39500,5,75050
D0004361,O001722,P015,3,3000,10,8100
D0004362,O001723,P006,2,10500,5,19950
D0004363,O001723,P014,2,6500,5,12350
D0004364,O001724,P016,2,15500,5,29450
D0004365,O001724,P014,2,6500,5,12350
D0004366,O001724,P018,1,12000,10,10800
D0004367,O001725,P009,2,15000,0,30000
D0004368,O001725,P013,1,8500,10,7650
D0004369,O001725,P019,3,17000,10,45900
D0004370,O001726,P011,1,11500,5,10925
D0004371,O001726,P008,2,24500,0,49000
D0004372,O001726,P016,1,15500,5,14725
D0004373,O001726,P004,1,2500,0,2500
D0004374,O001727,P002,3,3500,0,10500
D0004375,O001728,P020,2,29500,0,59000
D0004376,O001728,P008,1,24500,10,22050
D0004377,O001728,P018,3,12000,10,32400
D0004378,O001728,P015,2,3000,10,5400
D0004379,O001729,P017,2,4500,10,8100
D0004380,O001729,P019,1,17000,10,15300
D0004381,O001730,P016,2,15500,0,31000
D0004382,O001731,P011,1,11500,0,11500
D0004383,O001731,P005,3,8500,10,22950
D0004384,O001731,P008,3,24500,5,69825
D0004385,O001732,P003,3,5500,10,14850
D0004386,O001732,P005,1,8500,0,8500
D0004387,O001732,P018,1,12000,0,12000
D0004388,O001733,P012,2,39500,0,79000
D0004389,O001733,P005,2,8500,5,16150
D0004390,O001734,P003,1,5500,10,4950
D0004391,O001734,P006,3,10500,10,28350
D0004392,O001734,P002,2,3500,5,6650
D0004393,O001735,P018,2,12000,0,24000
D0004394,O001735,P001,1,3500,0,3500
D0004395,O001735,P007,1,18000,10,16200
D0004396,O001736,P001,2,3500,5,6650
D0004397,O001736,P003,2,5500,0,11000
D0004398,O001736,P010,2,5500,0,11000
D0004399,O001736,P011,3,11500,10,31050
D0004400,O001737,P003,2,5500,0,11000
D0004401,O001737,P009,2,15000,10,27000
D0004402,O001737,P001,1,3500,0,3500
D0004403,O001737,P008,1,24500,0,24500
D0004404,O001738,P018,3,12000,0,36000
D0004405,O001739,P010,2,5500,10,9900
D0004406,O001739,P008,2,24500,5,46550
D0004407,O001739,P001,2,3500,10,6300
D0004408,O001739,P011,3,11500,0,34500
D0004409,O001740,P017,3,4500,0,13500
D0004410,O001740,P018,1,12000,10,10800
D0004411,O001740,P013,2,8500,0,17000
D0004412,O001740,P016,3,15500,10,41850
D0004413,O001741,P007,2,18000,5,34200
D0004414,O001741,P010,2,5500,0,11000
D0004415,O001741,P006,1,10500,0,10500
D0004416,O001742,P016,1,15500,10,13950
D0004417,O001742,P006,3,10500,5,29925
D0004418,O001742,P002,3,3500,10,9450
D0004419,O001743,P008,2,24500,5,46550
D0004420,O001743,P011,1,11500,0,11500
D0004421,O001743,P005,3,8500,0,25500
D0004422,O001743,P015,3,3000,5,8550
D0004423,O001744,P019,3,17000,5,48450
D0004424,O001744,P014,3,6500,10,17550
D0004425,O001744,P006,1,10500,5,9975
D0004426,O001744,P007,1,18000,0,18000
D0004427,O001745,P005,3,8500,5,24225
D0004428,O001745,P015,1,3000,0,3000
D0004429,O001746,P005,1,8500,10,7650
D0004430,O001746,P013,1,8500,10,7650
D0004431,O001747,P017,3,4500,10,12150
D0004432,O001748,P008,3,24500,5,69825
D0004433,O001748,P018,2,12000,5,22800
D0004434,O001748,P009,3,15000,10,40500
D0004435,O001748,P002,1,3500,5,3325
D0004436,O001749,P012,3,39500,0,118500
D0004437,O001749,P008,3,24500,10,66150
D0004438,O001749,P003,1,5500,0,5500
D0004439,O001750,P015,3,3000,0,9000
D0004440,O001751,P013,3,8500,10,22950
D0004441,O001751,P014,1,6500,0,6500
D0004442,O001751,P003,2,5500,10,9900
D0004443,O001751,P006,2,10500,0,21000
D0004444,O001752,P016,2,15500,0,31000
D0004445,O001753,P020,3,29500,5,84075
D0004446,O001754,P016,3,15500,10,41850
D0004447,O001754,P003,3,5500,5,15675
D0004448,O001755,P018,2,12000,0,24000
D0004449,O001755,P005,3,8500,0,25500
D0004450,O001755,P009,1,15000,10,13500
D0004451,O001756,P005,1,8500,5,8075
D0004452,O001756,P012,1,39500,10,35550
D0004453,O001756,P014,1,6500,10,5850
D0004454,O001757,P006,1,10500,5,9975
D0004455,O001757,P013,1,8500,0,8500
D0004456,O001757,P018,3,12000,0,36000
D0004457,O001758,P008,1,24500,0,24500
D0004458,O001759,P009,1,15000,0,15000
D0004459,O001759,P016,2,15500,0,31000
D0004460,O001759,P005,3,8500,5,24225
D0004461,O001760,P002,2,3500,0,7000
D0004462,O001760,P001,2,3500,0,7000
D0004463,O001761,P019,2,17000,0,34000
D0004464,O001761,P005,1,8500,5,8075
D0004465,O001761,P015,3,3000,0,9000
D0004466,O001761,P014,1,6500,0,6500
D0004467,O001762,P017,2,4500,5,8550
D0004468,O001762,P020,2,29500,0,59000
D0004469,O001762,P018,2,12000,0,24000
D0004470,O001763,P012,2,39500,0,79000
D0004471,O001763,P009,1,15000,0,15000
D0004472,O001763,P020,1,29500,5,28025
D0004473,O001763,P001,1,3500,5,3325
D0004474,O001764,P016,1,15500,0,15500
D0004475,O001764,P020,1,29500,10,26550
D0004476,O001764,P011,2,11500,0,23000
D0004477,O001764,P009,2,15000,0,30000
D0004478,O001765,P017,2,4500,5,8550
D0004479,O001765,P015,1,3000,5,2850
D0004480,O001765,P010,3,5500,0,16500
D0004481,O001766,P005,2,8500,10,15300
D0004482,O001766,P011,3,11500,0,34500
D0004483,O001767,P014,2,6500,5,12350
D0004484,O001767,P016,1,15500,10,13950
D0004485,O001767,P002,1,3500,10,3150
D0004486,O001767,P007,3,18000,0,54000
D0004487,O001768,P001,2,3500,10,6300
D0004488,O001768,P009,3,15000,10,40500
D0004489,O001768,P020,1,29500,10,26550
D0004490,O001768,P007,3,18000,10,48600
D0004491,O001769,P017,3,4500,5,12825
D0004492,O001770,P008,1,24500,0,24500
D0004493,O001771,P003,3,5500,0,16500
D0004494,O001771,P008,3,24500,10,66150
D0004495,O001771,P009,2,15000,10,27000
D0004496,O001772,P019,2,17000,0,34000
D0004497,O001772,P001,1,3500,0,3500
D0004498,O001772,P002,2,3500,0,7000
D0004499,O001772,P007,1,18000,10,16200
D0004500,O001773,P004,2,2500,0,5000
D0004501,O001774,P007,1,18000,0,18000
D0004502,O001774,P013,2,8500,5,16150
D0004503,O001774,P020,2,29500,10,53100
D0004504,O001774,P017,1,4500,0,4500
D0004505,O001775,P014,3,6500,0,19500
D0004506,O001775,P016,1,15500,0,15500
D0004507,O001775,P006,1,10500,10,9450
D0004508,O001776,P012,2,39500,0,79000
D0004509,O001777,P015,2,3000,0,6000
D0004510,O001778,P016,1,15500,10,13950
D0004511,O001778,P008,2,24500,10,44100
D0004512,O001779,P010,1,5500,0,5500
D0004513,O001779,P001,1,3500,5,3325
D0004514,O001779,P015,1,3000,0,3000
D0004515,O001779,P013,3,8500,10,22950
D0004516,O001780,P010,1,5500,0,5500
D0004517,O001780,P003,3,5500,10,14850
D0004518,O001781,P018,2,12000,0,24000
D0004519,O001781,P005,2,8500,5,16150
D0004520,O001782,P013,2,8500,10,15300
D0004521,O001782,P009,3,15000,0,45000
D0004522,O001782,P006,2,10500,5,19950
D0004523,O001783,P013,2,8500,5,16150
D0004524,O001784,P009,1,15000,10,13500
D0004525,O001785,P006,2,10500,0,21000
D0004526,O001785,P015,1,3000,10,2700
D0004527,O001786,P006,1,10500,0,10500
D0004528,O001786,P002,3,3500,10,9450
D0004529,O001786,P020,2,29500,10,53100
D0004530,O001786,P005,2,8500,5,16150
D0004531,O001787,P019,3,17000,0,51000
D0004532,O001787,P001,3,3500,0,10500
D0004533,O001788,P010,3,5500,0,16500
D0004534,O001789,P011,2,11500,5,21850
D0004535,O001789,P008,3,24500,0,73500
D0004536,O001789,P001,3,3500,5,9975
D0004537,O001790,P014,1,6500,5,6175
D0004538,O001790,P005,2,8500,5,16150
D0004539,O001791,P020,2,29500,0,59000
D0004540,O001792,P001,3,3500,10,9450
D0004541,O001792,P009,2,15000,5,28500
D0004542,O001793,P012,1,39500,0,39500
D0004543,O001794,P016,2,15500,10,27900
D0004544,O001794,P005,1,8500,10,7650
D0004545,O001794,P020,2,29500,10,53100
D0004546,O001794,P013,2,8500,10,15300
D0004547,O001795,P008,1,24500,0,24500
D0004548,O001795,P013,2,8500,5,16150
D0004549,O001796,P014,3,6500,5,18525
D0004550,O001797,P011,1,11500,5,10925
D0004551,O001798,P018,3,12000,10,32400
D0004552,O001798,P011,2,11500,10,20700
D0004553,O001799,P009,3,15000,0,45000
D0004554,O001799,P001,1,3500,0,3500
D0004555,O001799,P017,3,4500,0,13500
D0004556,O001799,P013,1,8500,0,8500
D0004557,O001800,P013,2,8500,0,17000
D0004558,O001800,P010,2,5500,0,11000
D0004559,O001800,P007,1,18000,0,18000
D0004560,O001801,P017,2,4500,0,9000
D0004561,O001801,P008,3,24500,0,73500
D0004562,O001801,P004,2,2500,10,4500
D0004563,O001802,P008,1,24500,0,24500
D0004564,O001802,P007,3,18000,0,54000
D0004565,O001802,P001,1,3500,10,3150
D0004566,O001803,P008,3,24500,0,73500
D0004567,O001803,P004,2,2500,5,4750
D0004568,O001803,P018,3,12000,10,32400
D0004569,O001803,P013,2,8500,0,17000
D0004570,O001804,P018,2,12000,0,24000
D0004571,O001805,P014,3,6500,0,19500
D0004572,O001805,P012,2,39500,0,79000
D0004573,O001806,P007,3,18000,5,51300
D0004574,O001806,P016,1,15500,0,15500
D0004575,O001806,P006,2,10500,5,19950
D0004576,O001806,P011,2,11500,0,23000
D0004577,O001807,P016,2,15500,10,27900
D0004578,O001807,P020,3,29500,5,84075
D0004579,O001808,P010,3,5500,10,14850
D0004580,O001809,P001,3,3500,0,10500
D0004581,O001809,P017,3,4500,10,12150
D0004582,O001809,P004,3,2500,0,7500
D0004583,O001809,P016,2,15500,0,31000
D0004584,O001810,P003,1,5500,10,4950
D0004585,O001810,P019,3,17000,0,51000
D0004586,O001810,P004,2,2500,5,4750
D0004587,O001810,P005,3,8500,0,25500
D0004588,O001811,P013,1,8500,0,8500
D0004589,O001811,P019,3,17000,10,45900
D0004590,O001811,P010,3,5500,5,15675
D0004591,O001811,P017,2,4500,10,8100
D0004592,O001812,P019,2,17000,0,34000
D0004593,O001812,P016,3,15500,0,46500
D0004594,O001813,P009,3,15000,10,40500
D0004595,O001813,P014,2,6500,5,12350
D0004596,O001814,P018,3,12000,0,36000
D0004597,O001815,P017,1,4500,0,4500
D0004598,O001815,P016,2,15500,10,27900
D0004599,O001816,P001,1,3500,5,3325
D0004600,O001817,P002,1,3500,0,3500
D0004601,O001818,P020,3,29500,0,88500
D0004602,O001818,P004,1,2500,10,2250
D0004603,O001818,P013,3,8500,0,25500
D0004604,O001819,P011,2,11500,10,20700
D0004605,O001820,P001,2,3500,5,6650
D0004606,O001820,P013,2,8500,5,16150
D0004607,O001820,P006,3,10500,0,31500
D0004608,O001820,P003,3,5500,0,16500
D0004609,O001821,P014,3,6500,10,17550
D0004610,O001821,P017,2,4500,0,9000
D0004611,O001821,P001,1,3500,0,3500
D0004612,O001822,P017,2,4500,0,9000
D0004613,O001823,P002,1,3500,0,3500
D0004614,O001824,P011,3,11500,0,34500
D0004615,O001824,P008,3,24500,5,69825
D0004616,O001825,P009,2,15000,5,28500
D0004617,O001825,P008,1,24500,0,24500
D0004618,O001826,P001,3,3500,10,9450
D0004619,O001826,P016,2,15500,5,29450
D0004620,O001826,P012,2,39500,0,79000
D0004621,O001827,P012,2,39500,10,71100
D0004622,O001827,P015,3,3000,0,9000
D0004623,O001828,P004,2,2500,5,4750
D0004624,O001828,P002,3,3500,5,9975
D0004625,O001828,P020,2,29500,10,53100
D0004626,O001828,P006,1,10500,0,10500
D0004627,O001829,P020,3,29500,10,79650
D0004628,O001830,P013,1,8500,0,8500
D0004629,O001830,P012,3,39500,10,106650
D0004630,O001830,P017,3,4500,0,13500
D0004631,O001830,P008,2,24500,10,44100
D0004632,O001831,P005,2,8500,5,16150
D0004633,O001831,P014,3,6500,10,17550
D0004634,O001832,P004,1,2500,0,2500
D0004635,O001833,P001,1,3500,5,3325
D0004636,O001833,P007,3,18000,5,51300
D0004637,O001833,P009,1,15000,5,14250
D0004638,O001833,P014,2,6500,10,11700
D0004639,O001834,P001,1,3500,10,3150
D0004640,O001834,P010,1,5500,0,5500
D0004641,O001834,P016,1,15500,0,15500
D0004642,O001835,P003,1,5500,0,5500
D0004643,O001835,P010,2,5500,0,11000
D0004644,O001835,P002,1,3500,0,3500
D0004645,O001835,P009,3,15000,0,45000
D0004646,O001836,P004,1,2500,5,2375
D0004647,O001836,P003,3,5500,0,16500
D0004648,O001837,P013,1,8500,0,8500
D0004649,O001837,P015,3,3000,5,8550
D0004650,O001837,P005,3,8500,0,25500
D0004651,O001837,P004,3,2500,5,7125
D0004652,O001838,P002,3,3500,10,9450
D0004653,O001839,P018,1,12000,10,10800
D0004654,O001839,P006,1,10500,5,9975
D0004655,O001840,P012,3,39500,0,118500
D0004656,O001841,P009,2,15000,0,30000
D0004657,O001841,P010,1,5500,5,5225
D0004658,O001841,P019,1,17000,5,16150
D0004659,O001841,P005,1,8500,10,7650
D0004660,O001842,P019,3,17000,0,51000
D0004661,O001843,P001,2,3500,5,6650
D0004662,O001843,P013,3,8500,5,24225
D0004663,O001843,P005,1,8500,0,8500
D0004664,O001843,P019,1,17000,10,15300
D0004665,O001844,P019,3,17000,10,45900
D0004666,O001844,P001,2,3500,10,6300
D0004667,O001845,P020,1,29500,0,29500
D0004668,O001845,P007,2,18000,0,36000
D0004669,O001845,P009,1,15000,0,15000
D0004670,O001846,P003,3,5500,0,16500
D0004671,O001847,P007,3,18000,10,48600
D0004672,O001847,P006,3,10500,10,28350
D0004673,O001847,P004,2,2500,5,4750
D0004674,O001848,P002,3,3500,0,10500
D0004675,O001848,P001,3,3500,5,9975
D0004676,O001848,P020,3,29500,0,88500
D0004677,O001849,P015,2,3000,0,6000
D0004678,O001850,P003,3,5500,10,14850
D0004679,O001850,P019,2,17000,0,34000
D0004680,O001850,P009,3,15000,0,45000
D0004681,O001851,P001,1,3500,0,3500
D0004682,O001851,P003,2,5500,10,9900
D0004683,O001851,P016,2,15500,5,29450
D0004684,O001851,P013,1,8500,5,8075
D0004685,O001852,P011,1,11500,0,11500
D0004686,O001852,P005,2,8500,0,17000
D0004687,O001852,P017,3,4500,5,12825
D0004688,O001852,P006,2,10500,0,21000
D0004689,O001853,P011,1,11500,10,10350
D0004690,O001853,P009,3,15000,0,45000
D0004691,O001854,P018,3,12000,10,32400
D0004692,O001854,P005,1,8500,0,8500
D0004693,O001854,P011,1,11500,0,11500
D0004694,O001855,P002,3,3500,0,10500
D0004695,O001856,P008,3,24500,0,73500
D0004696,O001856,P002,2,3500,0,7000
D0004697,O001856,P004,2,2500,0,5000
D0004698,O001856,P019,2,17000,10,30600
D0004699,O001857,P014,1,6500,5,6175
D0004700,O001857,P012,3,39500,0,118500
D0004701,O001857,P005,1,8500,0,8500
D0004702,O001858,P005,3,8500,0,25500
D0004703,O001859,P016,2,15500,0,31000
D0004704,O001860,P009,3,15000,0,45000
D0004705,O001860,P007,1,18000,10,16200
D0004706,O001861,P010,3,5500,5,15675
D0004707,O001862,P018,2,12000,5,22800
D0004708,O001862,P011,2,11500,0,23000
D0004709,O001862,P019,2,17000,0,34000
D0004710,O001863,P001,2,3500,5,6650
D0004711,O001863,P015,3,3000,0,9000
D0004712,O001863,P006,1,10500,0,10500
D0004713,O001864,P004,2,2500,0,5000
D0004714,O001864,P005,3,8500,10,22950
D0004715,O001864,P008,2,24500,0,49000
D0004716,O001865,P017,1,4500,10,4050
D0004717,O001866,P018,3,12000,10,32400
D0004718,O001866,P006,1,10500,5,9975
D0004719,O001867,P011,2,11500,10,20700
D0004720,O001867,P001,3,3500,0,10500
D0004721,O001867,P008,2,24500,0,49000
D0004722,O001868,P005,1,8500,0,8500
D0004723,O001868,P002,1,3500,0,3500
D0004724,O001869,P007,1,18000,0,18000
D0004725,O001869,P015,1,3000,0,3000
D0004726,O001869,P001,3,3500,5,9975
D0004727,O001870,P009,3,15000,0,45000
D0004728,O001870,P008,1,24500,0,24500
D0004729,O001870,P006,2,10500,10,18900
D0004730,O001871,P004,3,2500,10,6750
D0004731,O001871,P009,1,15000,0,15000
D0004732,O001871,P019,1,17000,0,17000
D0004733,O001872,P019,1,17000,5,16150
D0004734,O001872,P013,1,8500,5,8075
D0004735,O001872,P020,1,29500,0,29500
D0004736,O001872,P003,3,5500,5,15675
D0004737,O001873,P004,1,2500,0,2500
D0004738,O001873,P019,3,17000,10,45900
D0004739,O001873,P016,1,15500,0,15500
D0004740,O001874,P008,2,24500,5,46550
D0004741,O001874,P006,2,10500,10,18900
D0004742,O001875,P005,2,8500,0,17000
D0004743,O001875,P014,1,6500,5,6175
D0004744,O001875,P008,1,24500,10,22050
D0004745,O001876,P017,1,4500,10,4050
D0004746,O001876,P007,3,18000,0,54000
D0004747,O001876,P019,2,17000,0,34000
D0004748,O001877,P001,3,3500,5,9975
D0004749,O001877,P015,3,3000,5,8550
D0004750,O001878,P010,1,5500,10,4950
D0004751,O001878,P011,2,11500,0,23000
D0004752,O001879,P008,2,24500,0,49000
D0004753,O001879,P015,1,3000,10,2700
D0004754,O001880,P015,1,3000,10,2700
D0004755,O001880,P017,3,4500,10,12150
D0004756,O001880,P020,1,29500,0,29500
D0004757,O001880,P014,1,6500,10,5850
D0004758,O001881,P012,2,39500,0,79000
D0004759,O001881,P017,3,4500,0,13500
D0004760,O001882,P015,1,3000,0,3000
D0004761,O001883,P006,2,10500,5,19950
D0004762,O001883,P005,3,8500,0,25500
D0004763,O001883,P011,3,11500,0,34500
D0004764,O001883,P018,3,12000,10,32400
D0004765,O001884,P019,3,17000,5,48450
D0004766,O001884,P018,1,12000,0,12000
D0004767,O001884,P009,2,15000,0,30000
D0004768,O001885,P002,1,3500,10,3150
D0004769,O001885,P007,1,18000,0,18000
D0004770,O001885,P012,3,39500,5,112575
D0004771,O001886,P014,2,6500,5,12350
D0004772,O001886,P012,1,39500,0,39500
D0004773,O001887,P001,3,3500,0,10500
D0004774,O001888,P014,1,6500,0,6500
D0004775,O001889,P017,3,4500,5,12825
D0004776,O001890,P004,2,2500,10,4500
D0004777,O001890,P002,2,3500,0,7000
D0004778,O001890,P019,1,17000,10,15300
D0004779,O001890,P005,3,8500,0,25500
D0004780,O001891,P010,3,5500,10,14850
D0004781,O001891,P015,1,3000,0,3000
D0004782,O001891,P013,2,8500,10,15300
D0004783,O001891,P009,2,15000,0,30000
D0004784,O001892,P005,2,8500,10,15300
D0004785,O001892,P007,3,18000,0,54000
D0004786,O001893,P007,2,18000,0,36000
D0004787,O001894,P020,1,29500,5,28025
D0004788,O001894,P015,1,3000,0,3000
D0004789,O001894,P001,1,3500,5,3325
D0004790,O001895,P019,2,17000,10,30600
D0004791,O001896,P006,1,10500,0,10500
D0004792,O001897,P010,1,5500,0,5500
D0004793,O001897,P019,1,17000,0,17000
D0004794,O001897,P009,2,15000,5,28500
D0004795,O001898,P011,3,11500,5,32775
D0004796,O001899,P008,1,24500,10,22050
D0004797,O001899,P014,1,6500,0,6500
D0004798,O001900,P019,1,17000,0,17000
D0004799,O001900,P012,2,39500,10,71100
D0004800,O001900,P020,1,29500,0,29500
D0004801,O001901,P004,1,2500,5,2375
D0004802,O001901,P019,3,17000,0,51000
D0004803,O001902,P019,1,17000,0,17000
D0004804,O001902,P001,3,3500,0,10500
D0004805,O001903,P016,2,15500,0,31000
D0004806,O001903,P017,1,4500,0,4500
D0004807,O001903,P004,1,2500,5,2375
D0004808,O001903,P012,2,39500,10,71100
D0004809,O001904,P014,2,6500,0,13000
D0004810,O001904,P010,1,5500,5,5225
D0004811,O001904,P020,2,29500,10,53100
D0004812,O001905,P007,2,18000,0,36000
D0004813,O001905,P018,2,12000,0,24000
D0004814,O001906,P011,3,11500,0,34500
D0004815,O001906,P015,3,3000,10,8100
D0004816,O001907,P006,2,10500,0,21000
D0004817,O001907,P004,2,2500,0,5000
D0004818,O001908,P004,2,2500,0,5000
D0004819,O001909,P012,3,39500,10,106650
D0004820,O001909,P004,2,2500,0,5000
D0004821,O001910,P013,1,8500,10,7650
D0004822,O001910,P020,3,29500,5,84075
D0004823,O001910,P014,2,6500,5,12350
D0004824,O001911,P017,2,4500,0,9000
D0004825,O001911,P016,2,15500,0,31000
D0004826,O001911,P012,2,39500,10,71100
D0004827,O001911,P008,2,24500,0,49000
D0004828,O001912,P008,3,24500,0,73500
D0004829,O001912,P003,3,5500,0,16500
D0004830,O001912,P019,1,17000,5,16150
D0004831,O001913,P010,1,5500,10,4950
D0004832,O001914,P006,2,10500,0,21000
D0004833,O001915,P005,3,8500,5,24225
D0004834,O001915,P008,1,24500,10,22050
D0004835,O001916,P017,1,4500,10,4050
D0004836,O001916,P018,2,12000,5,22800
D0004837,O001916,P010,1,5500,10,4950
D0004838,O001917,P007,2,18000,5,34200
D0004839,O001917,P016,2,15500,0,31000
D0004840,O001917,P005,3,8500,10,22950
D0004841,O001918,P001,1,3500,10,3150
D0004842,O001918,P005,2,8500,10,15300
D0004843,O001919,P003,1,5500,10,4950
D0004844,O001919,P001,3,3500,0,10500
D0004845,O001919,P013,3,8500,0,25500
D0004846,O001920,P006,1,10500,0,10500
D0004847,O001920,P017,3,4500,0,13500
D0004848,O001920,P007,2,18000,0,36000
D0004849,O001920,P001,1,3500,5,3325
D0004850,O001921,P015,2,3000,0,6000
D0004851,O001921,P001,1,3500,0,3500
D0004852,O001921,P017,2,4500,0,9000
D0004853,O001922,P006,2,10500,5,19950
D0004854,O001923,P013,1,8500,0,8500
D0004855,O001924,P004,2,2500,10,4500
D0004856,O001925,P020,3,29500,5,84075
D0004857,O001925,P005,1,8500,10,7650
D0004858,O001925,P010,2,5500,0,11000
D0004859,O001925,P016,2,15500,0,31000
D0004860,O001926,P008,3,24500,0,73500
D0004861,O001926,P003,3,5500,5,15675
D0004862,O001926,P007,1,18000,10,16200
D0004863,O001927,P006,3,10500,5,29925
D0004864,O001927,P011,2,11500,5,21850
D0004865,O001927,P007,1,18000,0,18000
D0004866,O001928,P017,1,4500,5,4275
D0004867,O001929,P020,3,29500,10,79650
D0004868,O001929,P007,3,18000,0,54000
D0004869,O001929,P004,2,2500,0,5000
D0004870,O001930,P009,2,15000,5,28500
D0004871,O001930,P004,2,2500,0,5000
D0004872,O001930,P012,2,39500,10,71100
D0004873,O001930,P014,2,6500,0,13000
D0004874,O001931,P002,3,3500,5,9975
