order_id,order_date,customer_id,geography_id,payment_method,total_amount
O001063,2025-10-17,C0036,G003,E-Wallet,55325
O001064,2025-09-03,C0071,G010,E-Wallet,20925
O001065,2025-04-17,C0035,G008,Transfer,3325
O001066,2025-04-01,C0060,G007,QRIS,30350
O001067,2025-05-26,C0090,G001,Transfer,106175
O001068,2025-01-20,C0094,G002,E-Wallet,51125
O001069,2025-01-21,C0094,G010,QRIS,58050
O001070,2025-03-28,C0020,G006,QRIS,79000
O001071,2025-09-30,C0002,G009,Transfer,80800
O001072,2025-12-08,C0096,G010,E-Wallet,77000
O001073,2025-04-12,C0057,G007,Transfer,18625
O001074,2025-10-14,C0100,G007,Transfer,117650
O001075,2025-10-16,C0088,G004,Transfer,15075
O001076,2025-08-20,C0093,G004,Cash,49600
O001077,2025-09-18,C0013,G010,QRIS,30150
O001078,2025-04-19,C0037,G006,E-Wallet,92050
O001079,2025-07-23,C0010,G001,E-Wallet,16450
O001080,2025-12-25,C0094,G008,Transfer,61600
O001081,2025-04-19,C0054,G001,QRIS,72950
O001082,2025-01-06,C0090,G008,Transfer,62600
O001083,2025-08-30,C0056,G007,Cash,2250
O001084,2025-07-18,C0089,G008,Transfer,41050
O001085,2025-06-21,C0092,G007,Transfer,9900
O001086,2025-11-18,C0025,G010,E-Wallet,72075
O001087,2025-11-16,C0035,G008,Cash,47375
O001088,2025-12-28,C0077,G008,QRIS,38500
O001089,2025-02-25,C0071,G007,QRIS,190500
O001090,2025-03-09,C0100,G002,Cash,44700
O001091,2025-04-18,C0027,G004,QRIS,44100
O001092,2025-09-27,C0033,G002,QRIS,21675
O001093,2025-10-30,C0088,G006,Cash,157175
O001094,2025-02-23,C0044,G009,E-Wallet,38000
O001095,2025-06-24,C0098,G008,QRIS,92150
O001096,2025-02-17,C0067,G005,Transfer,4950
O001097,2025-06-06,C0003,G007,Cash,44025
O001098,2025-01-25,C0032,G007,Cash,67500
O001099,2025-05-18,C0010,G003,QRIS,117050
O001100,2025-11-19,C0006,G010,E-Wallet,43500
O001101,2025-04-12,C0011,G003,QRIS,29800
O001102,2025-03-14,C0064,G001,QRIS,9900
O001103,2025-06-14,C0034,G006,Transfer,78000
O001104,2025-09-27,C0084,G004,E-Wallet,21650
O001105,2025-01-19,C0052,G007,E-Wallet,67600
O001106,2025-08-22,C0079,G001,E-Wallet,25200
O001107,2025-12-18,C0092,G010,Cash,36950
O001108,2025-10-29,C0060,G009,Cash,40800
O001109,2025-12-25,C0097,G001,Transfer,15700
O001110,2025-02-13,C0037,G001,Cash,62750
O001111,2025-05-10,C0064,G005,E-Wallet,26875
O001112,2025-04-02,C0086,G004,Cash,10350
O001113,2025-12-21,C0014,G008,Cash,108000
O001114,2025-01-06,C0022,G003,E-Wallet,33450
O001115,2025-05-08,C0089,G006,Transfer,36700
O001116,2025-12-20,C0051,G008,Cash,88775
O001117,2025-12-31,C0087,G006,E-Wallet,87600
O001118,2025-03-12,C0001,G002,QRIS,177375
O001119,2025-01-16,C0088,G010,Transfer,17500
O001120,2025-07-12,C0052,G001,E-Wallet,118100
O001121,2025-12-27,C0062,G009,E-Wallet,46250
O001122,2025-05-04,C0035,G006,Cash,39350
O001123,2025-11-15,C0090,G008,E-Wallet,67975
O001124,2025-08-11,C0012,G010,QRIS,135200
O001125,2025-11-03,C0057,G002,Transfer,143375
O001126,2025-07-02,C0028,G006,QRIS,40975
O001127,2025-09-04,C0011,G009,Cash,102675
O001128,2025-12-14,C0027,G005,Cash,16350
O001129,2025-06-08,C0037,G003,Cash,38800
O001130,2025-09-27,C0008,G008,Transfer,34850
O001131,2025-03-24,C0080,G002,Transfer,22500
O001132,2025-04-12,C0022,G002,QRIS,108600
O001133,2025-05-14,C0021,G009,QRIS,6750
O001134,2025-08-05,C0056,G005,Transfer,138125
O001135,2025-10-01,C0063,G003,QRIS,20775
O001136,2025-04-14,C0091,G009,Transfer,55500
O001137,2025-08-25,C0074,G003,E-Wallet,94675
O001138,2025-11-02,C0007,G009,QRIS,8550
O001139,2025-06-06,C0014,G010,Cash,27300
O001140,2025-02-26,C0048,G010,QRIS,261075
O001141,2025-02-19,C0054,G005,Cash,91400
O001142,2025-09-14,C0038,G010,E-Wallet,129275
O001143,2025-02-02,C0096,G006,E-Wallet,86025
O001144,2025-05-13,C0092,G008,QRIS,62000
O001145,2025-09-29,C0009,G009,QRIS,65050
O001146,2025-06-24,C0007,G009,Cash,115500
O001147,2025-02-22,C0042,G008,Cash,66200
O001148,2025-09-09,C0076,G004,Cash,106800
O001149,2025-02-25,C0076,G003,Cash,32600
O001150,2025-03-29,C0071,G008,Transfer,9900
O001151,2025-02-02,C0060,G004,E-Wallet,24525
O001152,2025-09-07,C0006,G005,E-Wallet,68575
O001153,2025-12-05,C0094,G003,Transfer,78550
O001154,2025-03-15,C0068,G006,Cash,26600
O001155,2025-04-24,C0062,G007,Transfer,31550
O001156,2025-03-31,C0060,G005,QRIS,20700
O001157,2025-03-26,C0060,G004,E-Wallet,32425
O001158,2025-06-03,C0093,G003,Cash,155450
O001159,2025-03-20,C0095,G007,E-Wallet,10500
O001160,2025-12-02,C0009,G006,Cash,9450
O001161,2025-10-16,C0032,G010,Transfer,58650
O001162,2025-09-13,C0016,G006,Cash,56000
O001163,2025-11-25,C0096,G005,QRIS,45500
O001164,2025-09-01,C0065,G003,QRIS,121975
O001165,2025-01-31,C0004,G004,E-Wallet,85750
O001166,2025-07-08,C0088,G006,QRIS,143425
O001167,2025-04-24,C0098,G005,E-Wallet,62800
O001168,2025-04-20,C0007,G003,Transfer,6300
O001169,2025-08-24,C0064,G001,QRIS,77150
O001170,2025-09-17,C0021,G003,Cash,31500
O001171,2025-08-22,C0039,G005,E-Wallet,37050
O001172,2025-08-12,C0067,G002,Cash,51300
O001173,2025-02-16,C0025,G010,Transfer,4750
O001174,2025-02-06,C0028,G006,QRIS,48150
O001175,2025-05-08,C0068,G002,E-Wallet,17700
O001176,2025-02-15,C0087,G005,E-Wallet,112075
O001177,2025-03-14,C0003,G004,E-Wallet,63750
O001178,2025-03-17,C0055,G003,Transfer,64275
O001179,2025-06-10,C0089,G010,Cash,57775
O001180,2025-02-08,C0007,G007,Transfer,44275
O001181,2025-06-19,C0079,G001,Transfer,103525
O001182,2025-07-06,C0053,G001,E-Wallet,28350
O001183,2025-10-12,C0036,G008,E-Wallet,11625
O001184,2025-05-13,C0018,G006,E-Wallet,49500
O001185,2025-08-05,C0079,G004,Cash,70125
O001186,2025-07-31,C0053,G001,Cash,9500
O001187,2025-05-09,C0071,G001,Transfer,129150
O001188,2025-05-13,C0047,G006,E-Wallet,17000
O001189,2025-06-21,C0095,G004,QRIS,115825
O001190,2025-01-14,C0076,G002,QRIS,109650
O001191,2025-11-07,C0087,G006,Transfer,31150
O001192,2025-10-10,C0007,G001,Transfer,24225
O001193,2025-09-26,C0060,G010,Transfer,60400
O001194,2025-09-10,C0033,G010,Cash,115000
O001195,2025-12-13,C0056,G005,E-Wallet,44100
O001196,2025-03-01,C0021,G010,E-Wallet,104300
O001197,2025-03-04,C0004,G003,E-Wallet,13400
O001198,2025-11-20,C0005,G009,QRIS,68300
O001199,2025-04-15,C0093,G001,Cash,40550
O001200,2025-11-25,C0038,G007,E-Wallet,39500
O001201,2025-03-10,C0065,G002,Transfer,93500
O001202,2025-10-26,C0028,G008,Cash,13725
O001203,2025-09-27,C0030,G001,E-Wallet,54000
O001204,2025-11-05,C0018,G006,Transfer,51250
O001205,2025-12-27,C0019,G007,Transfer,69450
O001206,2025-10-31,C0092,G005,Cash,16500
O001207,2025-12-08,C0061,G005,Cash,2700
O001208,2025-10-25,C0026,G003,QRIS,28000
O001209,2025-08-21,C0059,G004,Transfer,52050
O001210,2025-03-12,C0067,G004,E-Wallet,167025
O001211,2025-03-19,C0073,G010,QRIS,112350
O001212,2025-10-22,C0066,G010,Transfer,48000
O001213,2025-08-06,C0072,G007,Cash,58100
O001214,2025-05-04,C0090,G009,E-Wallet,36250
O001215,2025-12-29,C0092,G002,Transfer,34000
O001216,2025-05-04,C0074,G003,Cash,46825
O001217,2025-07-29,C0087,G003,E-Wallet,68850
O001218,2025-04-08,C0100,G002,Transfer,99375
O001219,2025-08-15,C0039,G004,QRIS,40275
O001220,2025-10-20,C0055,G007,E-Wallet,25200
O001221,2025-08-23,C0003,G004,QRIS,71025
O001222,2025-06-25,C0015,G002,QRIS,63750
O001223,2025-10-03,C0030,G010,QRIS,79550
O001224,2025-06-24,C0039,G005,Cash,74900
O001225,2025-05-03,C0035,G002,Transfer,84500
O001226,2025-06-03,C0079,G001,Transfer,72525
O001227,2025-09-19,C0045,G003,Transfer,113075
O001228,2025-03-24,C0068,G004,QRIS,67450
O001229,2025-11-24,C0084,G003,QRIS,24650
O001230,2025-12-10,C0025,G009,E-Wallet,40600
O001231,2025-06-06,C0057,G007,E-Wallet,10500
O001232,2025-12-17,C0028,G004,Cash,79275
O001233,2025-11-06,C0047,G006,Transfer,10000
O001234,2025-03-03,C0068,G004,Transfer,43850
O001235,2025-02-27,C0015,G002,E-Wallet,108150
O001236,2025-11-06,C0015,G002,QRIS,134725
O001237,2025-07-07,C0071,G009,E-Wallet,102625
O001238,2025-06-07,C0041,G007,E-Wallet,58550
O001239,2025-09-25,C0059,G006,QRIS,6650
O001240,2025-08-17,C0098,G004,Cash,77825
O001241,2025-10-01,C0100,G007,QRIS,52175
O001242,2025-06-25,C0079,G002,Transfer,94525
O001243,2025-03-12,C0089,G001,QRIS,12150
O001244,2025-11-04,C0090,G002,QRIS,21600
O001245,2025-10-31,C0036,G008,QRIS,76400
O001246,2025-07-28,C0086,G010,E-Wallet,91500
O001247,2025-04-14,C0036,G004,Transfer,18525
O001248,2025-08-22,C0038,G004,Transfer,53300
O001249,2025-08-25,C0071,G007,Cash,68225
O001250,2025-02-04,C0029,G003,E-Wallet,34500
O001251,2025-01-02,C0028,G001,E-Wallet,9450
O001252,2025-05-26,C0052,G005,Transfer,30900
O001253,2025-10-29,C0002,G006,Cash,53025
O001254,2025-10-22,C0092,G007,Transfer,31000
O001255,2025-12-27,C0089,G009,E-Wallet,89400
O001256,2025-10-18,C0094,G004,Cash,51000
O001257,2025-06-26,C0037,G006,Cash,37225
O001258,2025-05-31,C0096,G010,QRIS,57925
O001259,2025-09-16,C0084,G006,E-Wallet,60300
O001260,2025-06-26,C0076,G004,QRIS,70250
O001261,2025-04-12,C0046,G006,E-Wallet,72000
O001262,2025-05-16,C0056,G005,E-Wallet,18725
O001263,2025-01-28,C0044,G010,Cash,40850
O001264,2025-01-03,C0032,G004,QRIS,14975
O001265,2025-12-24,C0051,G005,QRIS,70275
O001266,2025-06-30,C0046,G007,E-Wallet,72850
O001267,2025-08-21,C0056,G006,E-Wallet,70150
O001268,2025-08-19,C0051,G010,Cash,57300
O001269,2025-10-24,C0019,G005,QRIS,31350
O001270,2025-02-12,C0075,G010,QRIS,36950
O001271,2025-01-14,C0069,G004,QRIS,96950
O001272,2025-02-15,C0038,G010,Transfer,103000
O001273,2025-02-01,C0070,G005,Cash,76475
O001274,2025-03-04,C0017,G006,QRIS,62525
O001275,2025-11-13,C0029,G008,E-Wallet,100400
O001276,2025-08-19,C0069,G001,Cash,9000
O001277,2025-08-22,C0069,G005,Cash,54725
O001278,2025-07-19,C0074,G006,Transfer,26350
O001279,2025-02-26,C0081,G002,Cash,69300
O001280,2025-08-30,C0037,G003,Transfer,21000
O001281,2025-05-05,C0097,G003,QRIS,10925
O001282,2025-03-11,C0008,G003,E-Wallet,41575
O001283,2025-01-16,C0002,G010,Transfer,2375
O001284,2025-10-28,C0079,G004,Transfer,44750
O001285,2025-03-24,C0094,G010,QRIS,46000
O001286,2025-06-13,C0035,G009,QRIS,108500
O001287,2025-06-19,C0055,G001,Transfer,19500
O001288,2025-08-25,C0072,G004,QRIS,85000
O001289,2025-04-12,C0067,G010,Cash,67925
O001290,2025-06-11,C0021,G007,QRIS,63700
O001291,2025-01-15,C0049,G004,QRIS,16500
O001292,2025-12-29,C0096,G009,Cash,2500
O001293,2025-05-13,C0069,G007,QRIS,65550
O001294,2025-11-03,C0023,G009,E-Wallet,46500
O001295,2025-10-25,C0049,G004,E-Wallet,180500
O001296,2025-09-29,C0044,G004,Transfer,21050
O001297,2025-10-04,C0072,G007,QRIS,45225
O001298,2025-01-29,C0038,G005,Cash,108300
O001299,2025-10-23,C0076,G004,QRIS,8500
O001300,2025-05-22,C0073,G009,Transfer,68000
O001301,2025-11-12,C0076,G004,E-Wallet,8550
O001302,2025-09-04,C0099,G009,Cash,30925
O001303,2025-08-23,C0034,G008,E-Wallet,100500
O001304,2025-11-22,C0089,G003,E-Wallet,8150
O001305,2025-09-22,C0049,G003,Cash,8100
O001306,2025-03-04,C0068,G009,QRIS,67225
O001307,2025-02-02,C0040,G008,Transfer,33200
O001308,2025-10-07,C0057,G008,Transfer,5500
O001309,2025-03-23,C0042,G005,E-Wallet,86700
O001310,2025-09-19,C0085,G007,QRIS,3500
O001311,2025-01-07,C0080,G009,E-Wallet,44950
O001312,2025-04-27,C0046,G006,QRIS,123100
O001313,2025-05-05,C0029,G007,QRIS,60750
O001314,2025-05-19,C0028,G002,Cash,52500
O001315,2025-09-28,C0095,G008,Transfer,73550
O001316,2025-03-21,C0055,G004,E-Wallet,24400
O001317,2025-02-20,C0075,G005,Cash,62625
O001318,2025-05-26,C0067,G007,Transfer,3150
O001319,2025-01-07,C0041,G001,Transfer,129975
O001320,2025-04-10,C0096,G004,E-Wallet,66500
O001321,2025-01-21,C0089,G010,Cash,51425
O001322,2025-10-12,C0016,G007,E-Wallet,99600
O001323,2025-06-01,C0004,G006,Transfer,41800
O001324,2025-05-21,C0047,G001,Transfer,17000
O001325,2025-11-13,C0038,G002,QRIS,35150
O001326,2025-06-18,C0005,G003,E-Wallet,39500
O001327,2025-08-21,C0088,G003,Transfer,57500
O001328,2025-08-04,C0088,G009,Cash,67500
O001329,2025-05-22,C0080,G005,QRIS,50850
O001330,2025-05-13,C0063,G005,Cash,162650
O001331,2025-04-25,C0100,G007,Transfer,85675
O001332,2025-09-02,C0007,G002,Transfer,121800
O001333,2025-10-08,C0043,G008,Cash,85200
O001334,2025-02-09,C0082,G002,Transfer,79000
O001335,2025-10-02,C0093,G003,Transfer,67050
O001336,2025-08-05,C0029,G001,QRIS,22150
O001337,2025-04-27,C0099,G008,QRIS,115450
O001338,2025-03-26,C0083,G004,QRIS,4275
O001339,2025-05-13,C0022,G004,QRIS,103650
O001340,2025-05-29,C0100,G005,QRIS,18625
O001341,2025-07-30,C0012,G006,Transfer,24000
O001342,2025-08-05,C0060,G008,Transfer,38050
O001343,2025-11-05,C0027,G006,Cash,52500
O001344,2025-09-21,C0023,G001,E-Wallet,25050
O001345,2025-05-18,C0048,G007,Cash,15675
O001346,2025-07-10,C0032,G002,Transfer,48150
O001347,2025-12-16,C0014,G005,QRIS,12825
O001348,2025-11-03,C0056,G006,Cash,39500
O001349,2025-08-09,C0087,G010,E-Wallet,9900
O001350,2025-11-04,C0057,G004,QRIS,21900
O001351,2025-07-06,C0023,G005,QRIS,187575
O001352,2025-05-26,C0079,G001,Transfer,125750
O001353,2025-07-22,C0098,G009,Cash,126000
O001354,2025-09-14,C0045,G003,QRIS,30500
O001355,2025-07-10,C0054,G003,E-Wallet,79500
O001356,2025-08-02,C0068,G005,Transfer,45000
O001357,2025-10-10,C0040,G005,Cash,91450
O001358,2025-01-29,C0056,G006,Transfer,51000
O001359,2025-08-10,C0012,G002,E-Wallet,38000
O001360,2025-04-26,C0021,G008,E-Wallet,38525
O001361,2025-07-02,C0005,G003,QRIS,5500
O001362,2025-05-01,C0066,G010,Transfer,29875
O001363,2025-04-01,C0080,G008,Transfer,6650
O001364,2025-03-09,C0003,G003,QRIS,73500
O001365,2025-07-23,C0013,G005,Cash,51000
O001366,2025-05-02,C0098,G002,E-Wallet,33500
O001367,2025-07-12,C0076,G003,Cash,35200
O001368,2025-10-31,C0091,G005,QRIS,54525
O001369,2025-10-22,C0036,G008,Cash,6300
O001370,2025-09-09,C0059,G001,E-Wallet,25150
O001371,2025-11-26,C0080,G010,E-Wallet,75125
O001372,2025-07-14,C0072,G003,E-Wallet,52200
O001373,2025-07-27,C0006,G002,Cash,93750
O001374,2025-09-10,C0072,G005,E-Wallet,19000
O001375,2025-09-24,C0064,G007,Cash,121075
O001376,2025-06-17,C0029,G003,E-Wallet,79725
O001377,2025-06-22,C0067,G006,Transfer,92225
O001378,2025-03-20,C0080,G002,E-Wallet,51500
O001379,2025-06-10,C0030,G007,E-Wallet,17950
O001380,2025-10-15,C0046,G004,QRIS,63525
O001381,2025-01-02,C0090,G002,E-Wallet,23700
O001382,2025-05-04,C0012,G002,QRIS,93900
O001383,2025-06-12,C0052,G002,QRIS,157275
O001384,2025-01-22,C0076,G008,E-Wallet,31450
O001385,2025-12-11,C0035,G003,Cash,45500
O001386,2025-02-20,C0059,G009,QRIS,10500
O001387,2025-10-23,C0085,G009,E-Wallet,29500
O001388,2025-04-22,C0032,G007,QRIS,101500
O001389,2025-06-28,C0100,G006,E-Wallet,61150
O001390,2025-01-28,C0026,G008,Cash,36150
O001391,2025-08-21,C0060,G004,E-Wallet,35550
O001392,2025-02-03,C0081,G009,QRIS,43650
O001393,2025-01-15,C0014,G008,E-Wallet,120575
O001394,2025-09-28,C0064,G005,Cash,12000
O001395,2025-08-03,C0011,G001,Cash,5225
O001396,2025-08-26,C0044,G005,Transfer,54000
O001397,2025-02-02,C0005,G009,QRIS,32300
O001398,2025-10-27,C0086,G009,E-Wallet,66975
O001399,2025-08-03,C0020,G005,Transfer,43550
O001400,2025-07-14,C0078,G001,Cash,62700
O001401,2025-09-30,C0089,G009,E-Wallet,22800
O001402,2025-07-28,C0022,G003,Transfer,70500
O001403,2025-09-18,C0055,G007,E-Wallet,30375
O001404,2025-01-18,C0076,G010,QRIS,112050
O001405,2025-09-23,C0065,G010,E-Wallet,175650
O001406,2025-05-10,C0020,G002,QRIS,17000
O001407,2025-01-29,C0042,G006,E-Wallet,41000
O001408,2025-06-30,C0029,G005,Cash,8075
O001409,2025-07-19,C0020,G010,E-Wallet,37500
O001410,2025-08-20,C0039,G001,E-Wallet,35425
O001411,2025-09-03,C0056,G007,QRIS,82525
O001412,2025-04-16,C0054,G003,QRIS,10350
O001413,2025-01-21,C0085,G007,E-Wallet,35800
O001414,2025-09-21,C0024,G010,E-Wallet,8500
O001415,2025-09-23,C0042,G008,Transfer,15500
O001416,2025-06-28,C0057,G004,Transfer,58000
O001417,2025-12-02,C0067,G003,E-Wallet,13500
O001418,2025-06-19,C0026,G001,Cash,40525
O001419,2025-12-22,C0099,G003,Cash,20700
O001420,2025-02-17,C0063,G008,QRIS,102000
O001421,2025-04-11,C0080,G008,E-Wallet,32400
O001422,2025-10-05,C0064,G006,Cash,15300
O001423,2025-06-02,C0017,G010,E-Wallet,39425
O001424,2025-05-15,C0090,G007,QRIS,83700
O001425,2025-07-24,C0035,G001,E-Wallet,5500
O001426,2025-03-15,C0062,G006,QRIS,7750
O001427,2025-02-22,C0010,G004,E-Wallet,69300
O001428,2025-02-19,C0006,G001,Transfer,48600
O001429,2025-02-09,C0025,G006,Cash,89350
O001430,2025-04-02,C0098,G005,E-Wallet,100750
O001431,2025-02-08,C0001,G005,QRIS,39500
O001432,2025-06-21,C0042,G004,E-Wallet,29700
O001433,2025-09-21,C0099,G007,E-Wallet,25500
O001434,2025-07-19,C0021,G006,E-Wallet,65000
O001435,2025-05-27,C0057,G007,Transfer,161175
O001436,2025-08-12,C0022,G006,E-Wallet,30450
O001437,2025-07-28,C0047,G007,Transfer,56000
O001438,2025-10-24,C0094,G003,QRIS,150000
O001439,2025-04-12,C0010,G006,QRIS,30100
O001440,2025-09-18,C0007,G004,E-Wallet,81725
O001441,2025-10-14,C0062,G006,Transfer,123500
O001442,2025-01-29,C0004,G006,E-Wallet,38075
O001443,2025-02-14,C0019,G003,E-Wallet,21000
O001444,2025-11-21,C0046,G004,E-Wallet,51500
O001445,2025-03-20,C0074,G003,Transfer,53650
O001446,2025-05-14,C0072,G006,Cash,56550
O001447,2025-01-08,C0099,G005,Cash,18675
O001448,2025-05-23,C0007,G005,E-Wallet,117250
O001449,2025-12-16,C0088,G008,QRIS,20075
O001450,2025-01-02,C0087,G001,QRIS,116550
O001451,2025-06-30,C0079,G003,Cash,79000
O001452,2025-02-03,C0075,G007,QRIS,3000
O001453,2025-09-22,C0034,G008,QRIS,70100
O001454,2025-03-14,C0073,G003,Transfer,88125
O001455,2025-01-10,C0001,G006,E-Wallet,9450
O001456,2025-05-01,C0012,G003,E-Wallet,29850
O001457,2025-11-29,C0046,G005,QRIS,35175
O001458,2025-05-31,C0052,G003,E-Wallet,75325
O001459,2025-06-24,C0012,G006,Transfer,84175
O001460,2025-06-21,C0007,G009,Transfer,22600
O001461,2025-03-04,C0033,G005,Cash,50550
O001462,2025-12-28,C0085,G001,E-Wallet,18650
O001463,2025-06-28,C0041,G003,E-Wallet,91000
O001464,2025-08-26,C0025,G010,E-Wallet,43450
O001465,2025-06-02,C0001,G002,E-Wallet,104600
O001466,2025-01-21,C0025,G008,E-Wallet,48000
O001467,2025-02-27,C0082,G002,QRIS,18450
O001468,2025-11-19,C0090,G009,Transfer,84400
O001469,2025-03-25,C0059,G005,QRIS,106650
O001470,2025-02-16,C0067,G008,QRIS,19500
O001471,2025-12-18,C0089,G006,QRIS,27550
O001472,2025-08-28,C0027,G009,QRIS,96000
O001473,2025-06-25,C0090,G005,QRIS,18525
O001474,2025-02-22,C0083,G008,QRIS,81575
O001475,2025-04-20,C0047,G009,Transfer,53450
O001476,2025-04-26,C0017,G001,Cash,75675
O001477,2025-12-24,C0087,G006,E-Wallet,58950
O001478,2025-04-28,C0062,G006,Cash,33225
O001479,2025-10-08,C0048,G007,QRIS,16500
O001480,2025-11-22,C0020,G002,QRIS,55600
O001481,2025-08-26,C0039,G003,QRIS,66600
O001482,2025-08-21,C0062,G009,Cash,47250
O001483,2025-05-08,C0006,G008,E-Wallet,135075
O001484,2025-06-04,C0027,G009,Transfer,118225
O001485,2025-06-14,C0078,G009,Cash,83550
O001486,2025-12-12,C0097,G003,Transfer,71500
O001487,2025-01-09,C0078,G001,E-Wallet,15675
O001488,2025-03-23,C0042,G007,E-Wallet,21150
O001489,2025-05-09,C0047,G002,Cash,30600
O001490,2025-12-20,C0077,G009,E-Wallet,14000
O001491,2025-08-07,C0090,G008,E-Wallet,43550
O001492,2025-09-27,C0078,G002,E-Wallet,128025
O001493,2025-06-08,C0072,G005,Transfer,160975
O001494,2025-09-17,C0057,G004,Transfer,78525
O001495,2025-02-03,C0071,G007,E-Wallet,62000
O001496,2025-07-10,C0055,G005,Transfer,106350
O001497,2025-09-20,C0009,G003,Cash,74900
O001498,2025-07-25,C0097,G009,Cash,21500
O001499,2025-10-30,C0008,G006,E-Wallet,67025
O001500,2025-01-20,C0045,G008,Cash,129500
O001501,2025-04-07,C0079,G003,E-Wallet,45400
O001502,2025-06-20,C0096,G006,Cash,13500
O001503,2025-02-20,C0070,G005,E-Wallet,77850
O001504,2025-12-26,C0031,G005,E-Wallet,8100
O001505,2025-12-03,C0013,G009,Transfer,17000
O001506,2025-02-11,C0018,G002,Transfer,38025
O001507,2025-04-25,C0087,G003,Transfer,77750
O001508,2025-07-09,C0041,G006,E-Wallet,82000
O001509,2025-12-28,C0094,G008,Cash,128950
O001510,2025-09-13,C0071,G006,Cash,214200
O001511,2025-01-16,C0057,G005,Transfer,57150
O001512,2025-12-02,C0002,G001,E-Wallet,6500
O001513,2025-01-29,C0024,G008,Transfer,13500
O001514,2025-05-17,C0056,G009,Cash,65950
O001515,2025-09-27,C0003,G001,E-Wallet,14850
O001516,2025-07-08,C0048,G002,Transfer,15500
O001517,2025-02-08,C0095,G003,QRIS,12350
O001518,2025-09-07,C0038,G001,QRIS,78050
O001519,2025-03-28,C0094,G010,Transfer,62000
O001520,2025-12-03,C0002,G007,Transfer,18000
O001521,2025-03-08,C0020,G007,Transfer,35000
O001522,2025-08-31,C0074,G009,Cash,49850
O001523,2025-11-12,C0052,G008,Transfer,204575
O001524,2025-09-28,C0014,G006,Transfer,6300
O001525,2025-08-18,C0030,G007,QRIS,17000
O001526,2025-03-15,C0092,G009,QRIS,2500
O001527,2025-11-10,C0096,G006,E-Wallet,8500
O001528,2025-01-28,C0016,G003,Transfer,20100
O001529,2025-07-29,C0051,G007,Cash,120475
O001530,2025-11-07,C0077,G002,Transfer,31500
O001531,2025-04-09,C0078,G009,QRIS,46350
O001532,2025-03-20,C0075,G003,E-Wallet,21850
O001533,2025-10-23,C0004,G008,Cash,52575
O001534,2025-04-17,C0036,G006,Transfer,123750
O001535,2025-07-07,C0096,G010,Cash,13800
O001536,2025-04-26,C0006,G006,Transfer,99000
O001537,2025-09-28,C0007,G002,Cash,77550
O001538,2025-07-13,C0082,G006,Cash,129800
O001539,2025-10-03,C0023,G010,Transfer,45450
O001540,2025-04-27,C0050,G003,Cash,56200
O001541,2025-04-02,C0029,G005,Transfer,32500
O001542,2025-07-05,C0044,G001,E-Wallet,65900
O001543,2025-08-22,C0047,G002,Transfer,9450
O001544,2025-03-26,C0078,G002,Transfer,67550
O001545,2025-03-06,C0082,G004,Transfer,136150
O001546,2025-05-09,C0092,G004,Cash,68575
O001547,2025-02-09,C0022,G004,Cash,64600
O001548,2025-01-15,C0001,G009,Transfer,67000
O001549,2025-04-07,C0027,G002,Cash,86525
O001550,2025-04-29,C0041,G002,QRIS,53150
O001551,2025-01-16,C0041,G010,QRIS,33775
O001552,2025-07-03,C0035,G007,E-Wallet,24500
O001553,2025-11-29,C0043,G008,QRIS,92300
O001554,2025-04-13,C0094,G007,E-Wallet,26500
O001555,2025-12-03,C0002,G001,Cash,83150
O001556,2025-10-24,C0089,G002,QRIS,24225
O001557,2025-12-05,C0023,G007,Transfer,28500
O001558,2025-08-04,C0004,G001,Cash,57100
O001559,2025-05-21,C0039,G002,E-Wallet,74325
O001560,2025-01-11,C0066,G008,Transfer,31050
O001561,2025-08-05,C0073,G010,E-Wallet,24225
O001562,2025-05-12,C0077,G008,Transfer,16150
O001563,2025-02-23,C0100,G003,Cash,239075
O001564,2025-03-28,C0018,G007,Transfer,78700
O001565,2025-01-11,C0054,G009,Cash,138775
O001566,2025-01-27,C0093,G007,E-Wallet,114600
O001567,2025-08-21,C0004,G007,Cash,25050
O001568,2025-02-07,C0026,G004,Cash,48600
O001569,2025-01-25,C0033,G001,Cash,8500
O001570,2025-04-03,C0030,G001,Cash,73600
O001571,2025-05-13,C0033,G008,Transfer,71000
O001572,2025-05-15,C0080,G009,Cash,69350
O001573,2025-08-31,C0067,G008,E-Wallet,138450
O001574,2025-12-18,C0041,G004,QRIS,20150
O001575,2025-12-01,C0047,G001,QRIS,8100
O001576,2025-06-13,C0089,G009,Transfer,90850
O001577,2025-04-16,C0023,G006,Cash,16000
O001578,2025-01-02,C0087,G008,Transfer,45000
O001579,2025-05-16,C0095,G001,Transfer,22800
O001580,2025-05-01,C0012,G001,E-Wallet,99950
O001581,2025-01-12,C0083,G010,E-Wallet,42275
O001582,2025-01-15,C0046,G002,E-Wallet,77050
O001583,2025-02-27,C0092,G006,Transfer,32300
O001584,2025-05-26,C0081,G004,Transfer,20700
O001585,2025-08-12,C0020,G009,QRIS,44100
O001586,2025-12-03,C0018,G003,Cash,17000
O001587,2025-04-22,C0079,G009,Transfer,53900
O001588,2025-09-13,C0023,G006,QRIS,147600
O001589,2025-11-28,C0027,G009,Cash,80450
O001590,2025-07-22,C0001,G005,QRIS,43050
O001591,2025-06-04,C0078,G010,Transfer,122450
O001592,2025-08-10,C0051,G007,Cash,54025
